Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id,Entry_Hour
21,0,0.27498099147169586,14880,1948.01032,0.21426632367627824,14881,1953.13,0.21482944954924535,-1.836910455643303,-0.0034292098247199645,Short,Closed,21,0
22,0,0.35872457588838186,16499,1488.1323140000002,0.21353185328217855,16502,1495.63,0.21460769497437623,-3.1177437787507376,-0.005840334790015042,Short,Closed,22,0
23,0,0.39050068775466207,16849,1359.0581339999999,0.21228525441022708,16850,1363.3,0.21294783504637232,-2.0816846798196758,-0.0039224291590163095,Short,Closed,23,0
24,0,0.33542548240517434,17303,1576.005138,0.211452913474659,17307,1582.163504,0.2122791826292244,1.6419407902738001,0.003106016868328396,Long,Closed,24,0
25,0,0.3570858707951423,18330,1485.00294,0.2121094271852986,18331,1491.4,0.21302314708155015,-2.709432314895702,-0.005109499093651777,Short,Closed,25,0
26,0,0.2882309340720618,19439,1830.355998,0.2110260875952008,19440,1839.961934,0.2121335787575429,2.3455682395636774,0.004446025164553717,Long,Closed,26,0
27,0,0.2907671347725031,19714,1822.4544179999996,0.2119639397501487,19720,1829.9039460000001,0.21283037091492693,1.741283601302629,0.0032859996909950437,Long,Closed,27,0
28,0,0.2884844442541939,19765,1842.9085080000002,0.21266017469667986,19770,1850.0999060000001,0.21349001727885858,1.6484562634652056,0.003100639347854205,Long,Closed,28,0
29,0,0.2953025050486004,19844,1805.93874,0.21331929355452522,19845,1795.21,0.21205200403531918,2.7428525004252613,0.005143186918953823,Short,Closed,29,0
30,0,0.2920662480170217,20139,1835.336994,0.2144159958737646,20140,1822.875352,0.21296014586453907,-4.067001164809707,-0.007587122683149177,Long,Closed,30,0
31,0,0.301266048113575,20355,1765.7967700000002,0.21278984586784613,20356,1782.33,0.21478220621370725,-5.40847291673432,-0.010166787601497246,Short,Closed,31,0
32,0,0.2780865290006119,20838,1893.541216,0.21062732171081522,20840,1886.52,0.20984631947609378,1.532031945616659,0.002909464799101593,Short,Closed,32,0
33,0,0.2960842193130204,21272,1783.6132060000002,0.21123988946196143,21273,1789.03,0.21188142035102916,-2.0269485324823284,-0.003838192753546819,Short,Closed,33,0
34,0,0.3013917857648915,21358,1745.480834,0.21042943423106086,21359,1741.44,0.2099422845609651,0.7975024564474185,0.0015159522893964071,Short,Closed,34,0
35,0,0.29316864207338095,21571,1797.1593599999999,0.2107483076642893,21578,1804.7589759999998,0.21163949530546622,1.8055813000294125,0.003426990840478399,Long,Closed,35,0
36,0,0.2974592356209354,22153,1777.304468,0.2114702514067813,22154,1776.08,0.2113245596806524,-0.05856549576514283,-0.00011077774840771726,Short,Closed,36,0
37,0,0.29686851825054494,22930,1780.6437999999998,0.21144683457520788,22933,1781.8,0.21158413032752837,-0.766270345704001,-0.001449575440073949,Short,Closed,37,0
38,0,0.2983480525659267,23242,1769.2460800000001,0.21114044899115994,23244,1774.91,0.21181637679191564,-2.112776327672322,-0.004002598910378901,Short,Closed,38,0
39,0,0.3066155270108833,23505,1714.6528619999997,0.21029567636912816,23538,1709.018128,0.2096045975951493,-2.1475972089403297,-0.004084909867895854,Long,Closed,39,0
40,0,0.3300959293083416,24073,1586.1827,0.2094369809637258,24074,1594.95,0.2105946009801358,-3.314081622968887,-0.006329506102922448,Short,Closed,40,0
41,0,0.3060756935403795,24963,1699.839964,0.20811187835558148,24964,1697.5,0.2078253959139177,0.30026882988998327,0.0005771296328928265,Short,Closed,41,0
42,0,0.26049706933870886,26269,1998.409602,0.2082319378637294,26271,2000.359848,0.20843515121073006,0.09136627841512882,0.00017550867432241518,Long,Closed,42,0
43,0,0.25272258862293945,26726,2060.247868,0.20826846976234084,26727,2070.17,0.20927148851582025,-2.925086841976685,-0.005617915847395543,Short,Closed,43,0
44,0,0.2575872478953062,26836,2009.9879220000005,0.2070989028523142,26842,2017.15,0.20783684683680678,-2.2597957109205846,-0.004364669594666243,Short,Closed,44,0
45,0,0.24481445515224287,27575,2105.6287900000007,0.20619534599069061,27576,2103.05,0.2059428159631698,0.21918690684822398,0.0004252024327612514,Short,Closed,45,0
46,0,0.24683477358909972,27710,2089.28206,0.20628298569754716,27711,2074.474812,0.2048210082145241,3.2438397136455923,0.006290077104859674,Short,Closed,46,0
47,0,0.241793923857964,29055,2146.2491640000003,0.2075800027761261,29065,2149.889936,0.20793212939527486,0.4648044155807579,0.0008956631840533112,Long,Closed,47,0
48,0,0.23937990382406066,29427,2169.83388,0.2077658502033728,29428,2177.4844160000002,0.20849840403218836,1.4151203176469338,0.0027244521970503023,Long,Closed,48,0
49,0,0.21425751428689355,29965,2430.856074,0.2083316720018047,29968,2418.886126,0.20730581147992544,-2.9802887881050695,-0.005722200104225497,Long,Closed,49,0
50,0,0.21298991445316734,29969,2431.33617,0.20714003314208185,29970,2442.871328,0.20812278206832613,2.0416095004133332,0.003942472093770499,Long,Closed,50,0
51,0,0.21787697423160626,31926,2386.167138,0.20795635041531568,31927,2405.0288980000005,0.20960016769432582,3.6919866793732936,0.007101464652557363,Long,Closed,51,0
52,0,0.2333488355590194,32360,2243.771156,0.2094325546054059,32361,2239.56,0.209039487265823,0.5641963070860754,0.0010775713606685142,Short,Closed,52,0
53,0,0.22714086726129878,32497,2307.578392,0.2096581428929253,32498,2288.86,0.20795745817587855,3.8340961915480984,0.007314948303259966,Short,Closed,53,0
54,0,0.199868367698841,33583,2641.62822,0.21119116815941652,33585,2645.780738,0.21152315095723798,0.4072426753834395,0.0007713252006371654,Long,Closed,54,0
55,0,0.18096096474263226,34926,2919.88386,0.21135400009677596,34928,2928.294224,0.2119627791301271,1.0986308040498527,0.002079224057357032,Long,Closed,55,0
56,0,0.14958091145589622,36563,3539.7778139999996,0.21179327670779458,36568,3550.529752,0.21243659058217487,1.1840548186673316,0.0022362462814170527,Long,Closed,56,0
57,0,0.13545412565137438,37439,3917.686306,0.21226670926223712,37441,3933.57,0.21312731401539067,-2.5769059061615653,-0.004855977491935434,Short,Closed,57,0
58,0,0.13023977810937426,37888,4054.758886,0.21123635903986143,37889,4090.97,0.21312281002084274,-5.140486621513997,-0.00973409434792229,Short,Closed,58,0
59,0,0.13450381166537467,38652,3888.0122420000002,0.20918098654025566,38653,3906.81,0.21019233458096098,-2.9477434228844603,-0.00563673299689154,Short,Closed,59,0
60,0,0.13760031417522903,38759,3779.104028,0.20800236062146943,38761,3744.43,0.20609389776286113,4.357060888136419,0.0083788681534544,Short,Closed,60,0
61,0,0.15155045512487844,39212,3459.977866,0.20974448812572227,39213,3473.68,0.2105751139832751,-2.496884245991077,-0.0047617637408319926,Short,Closed,61,0
62,0,0.15322971851734485,39640,3405.771018,0.20874613376906836,39647,3365.5067639999997,0.20627826164637605,-6.584704702146369,-0.012617631921137075,Long,Closed,62,0
63,0,0.2010142007844354,39919,2563.417214,0.20611330501970962,39921,2529.1,0.20335400608156626,6.488780034257138,0.012592646619560338,Short,Closed,63,0
64,0,0.1873501009489484,41848,2784.996888,0.20870777924369577,41851,2741.48,0.20544662189980922,-8.567047760927622,-0.016419220772644554,Long,Closed,64,0
65,0,0.1900987741118553,43809,2699.679828,0.20528233031893706,43814,2709.218048,0.20600761189060546,1.4019139869997517,0.002731679798883365,Long,Closed,65,0
66,0,0.20148272760593844,45870,2554.100718,0.20584287169720028,45885,2610.887718,0.21041951155819372,11.025337269303073,0.021424763808237594,Long,Closed,66,0
67,0,0.21368751439530628,46405,2459.797942,0.21025124325626796,46418,2468.98,0.21103607971668936,-2.383378474026485,-0.0045343436492719675,Short,Closed,67,0
68,0,0.21387002597062216,48109,2446.559214,0.2092982730547419,48117,2434.802942,0.2082925473755549,-2.9319050183879707,-0.0056033047489525865,Long,Closed,68,0
69,0,0.26485911868770806,49336,1964.497022,0.20812597996461882,49337,1957.72,0.20740799753491992,1.3794220967476998,0.0026511290843789902,Short,Closed,69,0
70,0,0.2605849803705834,49844,2002.0103219999999,0.20867752818401186,49854,1987.542412,0.20716948016668882,-4.1859670517040595,-0.008023800335630786,Long,Closed,70,0
71,0,0.28057493088016355,50557,1844.461034,0.207003810850282,50558,1851.63,0.20780838370625493,-2.4262443344889038,-0.004688308537940327,Short,Closed,71,0
72,0,0.23123504512596083,51688,2227.535418,0.20603370116032238,51692,2219.0361040000003,0.20524756545783054,-2.376620522947838,-0.00461404228446693,Long,Closed,72,0
73,0,0.24083216076185235,51890,2128.904134,0.205083433058424,51891,2124.61,0.20466976683049568,0.6244123699319373,0.0012178699383368625,Short,Closed,73,0
74,0,0.21747038107247618,53141,2360.4719999999998,0.20533309814038603,53142,2365.006904,0.20572758106076683,0.5751466218059316,0.0011204167803726727,Long,Closed,74,0
75,0,0.22460387678450425,53667,2288.062296,0.20556306480242156,53668,2299.51,0.2065915442818942,-2.9833533077658574,-0.005805232200898209,Short,Closed,75,0
76,0,0.2441568955551933,54982,2092.6113940000005,0.20437020062498623,54985,2096.21,0.2047216504127007,-1.2877163203238813,-0.0025203602411426034,Short,Closed,76,0
77,0,0.2509082823085244,55476,2031.1736839999999,0.20385532004908702,55477,2018.68,0.20260141253222883,2.728312059564135,0.005353428223324612,Short,Closed,77,0
78,0,0.25566749783147447,56064,2004.0307260000002,0.20494620851752643,56065,2033.19,0.20792823996639023,7.042204173678401,0.013744492712732884,Long,Closed,78,0
79,0,0.27855401629710097,56791,1864.646996,0.20776196388484974,56793,1886.1,0.21015229205518487,-6.393734681777845,-0.012309730929038613,Short,Closed,79,0
80,0,0.28735484065110106,57779,1785.296988,0.20520549260061216,57787,1775.81,0.2041150398306527,-3.135452457430189,-0.006111829498700704,Long,Closed,80,0
81,0,0.2869950134383346,57788,1776.614606,0.20395181308948465,57790,1771.9,0.20341058572455406,0.9457060135124404,0.0018547636310494741,Short,Closed,81,0
82,0,0.2333000210115407,59602,2189.562,0.20432994424242842,59604,2202.02,0.20549252490713316,-3.3162741309113826,-0.006491998308337558,Short,Closed,82,0
83,0,0.2223450101583312,60008,2282.533402,0.20300396498176812,60009,2272.42,0.202104499193598,1.8435560062499305,0.003632551721668099,Short,Closed,83,0
84,0,0.1832984965974701,62537,2778.8156520000002,0.20374109253322104,62538,2785.4927900000002,0.20423065627603704,0.815937608164619,0.0016019107348832348,Long,Closed,84,0
85,0,0.1718193401078116,62770,2969.2137239999997,0.20406733707869762,62772,2955.1688480000003,0.20310206454820875,-2.8203507278428264,-0.0055282746728942825,Long,Closed,85,0
86,0,0.17116217716052898,62776,2964.14271,0.20293964786321794,62783,2976.544572,0.20378873974354997,1.7160013131575849,0.0033822889341247973,Long,Closed,86,0
87,0,0.16259904168678696,63605,3130.796034,0.20362577393802894,63611,3110.69,0.20231808519386857,-3.675165719653793,-0.007219450953731255,Long,Closed,87,0
88,0,0.16053530249684747,63689,3148.159506,0.20215629544156855,63693,3162.11745,0.203052592546524,1.8355338742859744,0.003631910389485947,Long,Closed,88,0
89,0,0.16106181611393794,65107,3149.260022,0.20289021542333607,65119,3166.63,0.20400927150435175,-3.2045396894668725,-0.0063177806436461445,Short,Closed,89,0
90,0,0.15900429105604363,65493,3169.8659000000002,0.20160891206889112,65494,3154.91,0.20065769115824905,1.9757856733780201,0.003920036377564264,Short,Closed,90,0
91,0,0.15898049115613652,65566,3182.76332,0.2023989103389343,65567,3192.3,0.20300536876709388,-1.921550349504946,-0.0037975507798676295,Short,Closed,91,0
92,0,0.16864543371672205,66177,2988.972086,0.20163059752425821,66181,3009.93,0.20304438012278928,-3.9391314739747116,-0.007814551010296529,Short,Closed,92,0
93,0,0.15294329596913736,66708,3270.093888,0.20005557494368986,66716,3289.69193,0.2012545305989091,2.596079032479018,0.005190715696295103,Long,Closed,93,0
94,0,0.1556763298094057,67010,3229.3540000000003,0.20109359135012944,67011,3232.76,0.20130568478186178,-0.9326328554628456,-0.0018551219841491885,Short,Closed,94,0
95,0,0.15463229181508648,68958,3245.128896,0.20072068736953952,68960,3253.569156,0.20124274206846265,0.9031733178771437,0.0017998609504846057,Long,Closed,95,0
96,0,0.15737248564481016,69068,3194.361,0.20108181224673657,69069,3201.0,0.20149973061961493,-1.4473774750622903,-0.002879181282265931,Short,Closed,96,0
97,0,0.15537360766023625,69614,3226.144642,0.20050309274451256,69615,3234.09,0.2009968923191574,-1.6359989216757826,-0.003263787903282719,Short,Closed,97,0
98,0,0.13134786094871298,70491,3803.81061,0.19984895483099763,70504,3860.94,0.20285048410052958,7.10112373487332,0.014212981480694824,Long,Closed,98,0
99,0,0.1299363769903155,70887,3899.759892,0.20268826859944963,70889,3901.51,0.20277922967659434,-0.6328701911378454,-0.0012489527795780163,Short,Closed,99,0
100,0,0.12983076837767554,70980,3898.059456,0.20243522174172313,70983,3905.878668,0.20284129146256474,0.6098977888636312,0.001205121882676574,Long,Closed,100,0
101,0,0.14479891757431096,72273,3499.319724,0.2026790833126597,72274,3475.48,0.20129829682046652,-3.855943610603431,-0.007609948787177445,Long,Closed,101,0
102,0,0.1513838559341511,73086,3321.6441959999997,0.20113732257266292,73087,3329.08405,0.2015878320871521,0.7235486314473477,0.0014389147119839814,Long,Closed,102,0
103,0,0.14690726053659722,73188,3427.7854199999997,0.20142662630377117,73192,3416.076648,0.2007385848562887,-2.1222688299275556,-0.004214475253587789,Long,Closed,103,0
104,0,0.14672549497419057,73887,3417.5733779999996,0.20057805819902796,73896,3406.208622,0.19991105841932225,-2.067988565979183,-0.004124057405973644,Long,Closed,104,0
105,0,0.14649792938881706,73979,3408.771618,0.199751193518523,73980,3420.845694,0.20045872437186035,1.3686172153927558,0.0027406438805897366,Long,Closed,105,0
106,0,0.14986556522900302,75186,3341.301606,0.20029842151350624,75187,3349.89,0.20081326332199398,-1.6882162060548622,-0.0033714019177949936,Short,Closed,106,0
107,0,0.17021755564084756,76783,2931.88626,0.19962340503764153,76805,2916.376608,0.1985673990167625,-3.038205856334609,-0.0060878750280032815,Long,Closed,107,0
108,0,0.16910497985319062,76848,2933.216526,0.19840860861370402,76872,2904.978888,0.19649855853167364,-5.170032372237061,-0.010423000107425388,Long,Closed,108,0
109,0,0.16916245902229396,77757,2901.66955,0.19634142253924527,77758,2922.45,0.1977475313478812,-3.909360975476921,-0.00796441408016285,Short,Closed,109,0
110,0,0.14336695961918358,79594,3396.4991640000003,0.19477830339667435,79600,3412.027458,0.19566880111625265,1.8357971943398212,0.003770023996154831,Long,Closed,110,0
111,0,0.1359201097644588,80123,3596.089074,0.19551232866433566,80124,3597.160424,0.1955705758681789,-0.24546489493636597,-0.0005021982943240068,Long,Closed,111,0
112,0,0.13751106164189433,80344,3552.699318,0.1954141819650456,80346,3561.88,0.19591916009641225,-1.6537786704781328,-0.0033851763548542243,Short,Closed,112,0
113,0,0.13536017832418673,80864,3596.9392439999997,0.19475293499561985,80870,3582.54,0.19397330130141277,-2.3378104718704558,-0.00480159227777033,Long,Closed,113,0
114,0,0.13443834384712444,80873,3604.2207,0.19381818470697,80874,3611.12763,0.19418960719911665,0.5405484383619565,0.001115578373988161,Long,Closed,114,0
115,0,0.13799323395091884,81281,3515.286802,0.19403431762918533,81283,3450.56,0.19046157333667302,8.547364840314977,0.01762031571476888,Short,Closed,115,0
116,0,0.14044108393988539,81952,3514.85283,0.19745189653372108,81953,3515.8466900000003,0.1975077280440233,-0.2553808488931609,-0.0005173530431995825,Long,Closed,116,0
117,0,0.1308975143314503,82622,3769.166016,0.1973497850387902,82623,3779.45,0.19788824421599993,-1.7413859722791245,-0.003529542171909324,Short,Closed,117,0
118,0,0.12913496738557037,82666,3807.131274,0.19665350916022817,82669,3816.756496,0.19715069025184953,0.8491485296367746,0.0017271973091411302,Long,Closed,118,0
119,0,0.1290827587260606,83052,3815.246798,0.1969930327626437,83054,3822.01,0.19734223787143637,-1.267348042615701,-0.0025733865301575914,Short,Closed,119,0
120,0,0.12987348821872371,83733,3782.2633960000003,0.1964862962402064,83736,3789.7,0.19687262332099892,-1.359176621542485,-0.0027669647146911017,Short,Closed,120,0
121,0,0.11908850021071632,84648,4113.387158,0.19594284297289635,84652,4089.99,0.19482830999073106,2.395561302449603,0.004890326722024682,Short,Closed,121,0
122,0,0.11424736940614871,87042,4308.648098000001,0.19690068435732244,87043,4315.17,0.1971987284161323,-1.139209559798116,-0.002314282580614607,Short,Closed,122,0
123,0,0.10662643949714538,88233,4605.921,0.1964451827340099,88237,4583.77,0.19550042982953206,-2.753827873864817,-0.005607320750833475,Long,Closed,123,0
124,0,0.10940417667358172,88808,4463.8170580000005,0.19534409202079195,88810,4471.99,0.1957017536169963,-1.2851998361486465,-0.00263166358982969,Short,Closed,124,0
125,0,0.10555160197685645,89289,4614.57273,0.19483021763608122,89292,4597.61,0.194114040305926,-2.1793875833429364,-0.004474434427648602,Long,Closed,125,0
126,0,0.10271488891167203,90112,4720.80565,0.1939588111653375,90113,4708.72,0.19346226068646738,0.8539551253235227,0.0017611061239091233,Short,Closed,126,0
127,0,0.10305098103888752,90389,4713.69255,0.19430025663723427,90393,4686.58,0.1931826666868918,-3.181457799290013,-0.006549569937479174,Long,Closed,127,0
128,0,0.10162438465504403,90554,4748.569524,0.19302818234723418,90555,4779.044,0.1942669622957521,2.7096547265419746,0.00561504479520409,Long,Closed,128,0
129,0,0.11921724310164666,92647,4070.543946,0.19411161086645734,92648,4080.7336900000005,0.19459752814152387,0.826084048583643,0.0017022867306002332,Long,Closed,129,0
130,0,0.11722720482539774,92695,4146.689171999999,0.19444191236527786,92697,4159.727888,0.1950533092577981,1.138997009569255,0.0023431100748058592,Long,Closed,130,0
131,0,0.11025815616832293,93125,4419.113646,0.19489732900245826,93130,4398.52,0.19398908202779674,-2.6595038477733213,-0.005458266383402903,Long,Closed,131,0
132,0,0.11595231073569916,93536,4179.173998,0.1938339528138601,93537,4191.99,0.1944283708323774,-1.8743073699395079,-0.0038678618327294117,Short,Closed,132,0
133,0,0.11297504332784747,94145,4272.725284,0.19308452963515577,94149,4290.26,0.19387692375509238,-2.367946753231755,-0.004905513160906523,Short,Closed,133,0
134,0,0.11256205865195591,94274,4267.373304000001,0.1921377296538367,94283,4288.082211999999,0.1930701445806211,1.9458294426793497,0.004050905454508795,Long,Closed,134,0
135,0,0.1111955744733827,95481,4337.307287999999,0.19291575022265306,95501,4313.57,0.19185995767245975,-3.024257083495211,-0.006270627628908562,Long,Closed,135,0
136,0,0.10157555541289472,96178,4718.323476,0.1917065310769317,96180,4741.061598,0.19263038602543847,1.9253004540938612,0.00401718281224536,Long,Closed,136,0
137,0,0.1054055728161953,96298,4565.1367900000005,0.19247634333369484,96299,4581.656148,0.19317283629071316,-2.126881572170191,-0.004420037362166283,Short,Closed,137,0
138,0,0.10630061658230368,96374,4506.69848,0.1916259308698123,96375,4510.61,0.19179224966492192,-0.7992151683087357,-0.0016682818753829514,Short,Closed,138,0
139,0,0.11632854847215165,97413,4111.337568,0.19130637262578645,97414,4102.43,0.19089189084344368,0.6540061923877022,0.001367453019805045,Short,Closed,139,0
140,0,0.1185099165365253,99247,4041.178074,0.1915678705035475,99255,4055.918654,0.19226663246579043,1.3630704025306648,0.0028461357302713617,Long,Closed,140,0
141,0,0.12030088534506957,99615,3992.3413720000003,0.19211288066053991,99617,3989.66,0.1919838520903241,-0.06152530721132801,-0.00012810240937470956,Short,Closed,141,0
142,0,0.12726151269716648,99754,3773.49515,0.19208828037776848,99755,3793.36,0.19309949272196938,-2.913218633602008,-0.006066416187125536,Short,Closed,142,0
143,0,0.12609889934043916,99942,3785.19281,0.19092345885293763,99946,3768.85362,0.19009931730289192,1.6793310989584582,0.0035183337009455596,Short,Closed,143,0
144,0,0.1216697413359323,102516,3936.782486,0.19159492270697942,102517,3934.05,0.1914619383610498,-0.05059599624398642,-0.00010563118381036997,Short,Closed,144,0
145,0,0.11732424295710799,102868,4082.163404,0.1915746924006044,102869,4077.35,0.1913488008084657,0.18180548713765868,0.0003796023052094643,Short,Closed,145,0
146,0,0.12276434577340571,103951,3902.749294,0.19164738551821242,103952,3899.52,0.19148880865212442,0.013305971049700327,2.7771776825905823e-05,Short,Closed,146,0
147,0,0.12697363102877218,104748,3773.4745439999997,0.1916527057784947,104749,3796.5205440000004,0.1928231994988038,2.541758395411847,0.0053049256676794875,Long,Closed,147,0
