short_window,long_window,ma_type,tp_multiplier,sl_multiplier,total_return,sharpe_ratio,win_rate,max_drawdown,total_trades,long_trades,short_trades,long_winrate,short_winrate,total_pnl
9,50,ema,1.5,2.5,-19.17621117646743,-7.815371984021574,45.3125,23.190678515951667,128,64,64,42.19,48.44,-95.88
20,50,sma,2.5,1.5,-19.17950019736844,-7.491282522847413,35.41666666666667,20.889669191354077,96,41,55,34.15,36.36,-95.9
20,50,ema,2.0,1.5,-19.20845735877532,-7.25275814565829,37.735849056603776,22.920675255492036,106,48,58,39.58,36.21,-96.05
20,50,ema,2.5,1.5,-19.314894949535265,-6.88920134452131,33.9622641509434,22.37822126449245,106,48,58,33.33,34.48,-96.58
20,50,sma,2.0,1.5,-19.525703302361514,-7.990642351986784,36.45833333333333,20.979320454779764,96,41,55,34.15,38.18,-97.63
9,21,sma,1.5,3.0,-19.573182728760695,-7.004786330268441,45.08670520231214,20.47770774647463,173,89,84,41.57,48.81,-97.87
9,21,sma,2.5,3.0,-19.628733096887004,-6.007640702519911,35.46511627906977,22.606855521026613,172,88,84,36.36,34.52,-98.15
12,26,sma,2.0,3.0,-19.752050048849412,-6.911710008328647,39.189189189189186,20.517780635680072,148,66,82,34.85,42.68,-98.76
20,50,sma,2.0,2.0,-19.869016342905095,-7.558364077488841,41.05263157894737,20.78062088539887,95,41,54,36.59,44.44,-99.35
20,50,ema,2.5,2.5,-19.90923906160368,-6.507695596466018,39.21568627450981,22.944203781255744,102,47,55,38.3,40.0,-99.55000000000001
20,50,sma,2.0,2.5,-19.947970109108418,-7.179019109473292,42.10526315789473,20.85867643959191,95,41,54,36.59,46.3,-99.74
12,26,sma,1.5,2.5,-20.08389739110722,-7.7225041284497244,43.91891891891892,20.73490328179892,148,66,82,40.91,46.34,-100.42
20,50,ema,1.5,2.0,-20.49446294726672,-7.89455983957199,45.63106796116505,24.906420260424092,103,46,57,47.83,43.86,-102.47
12,26,sma,2.0,2.5,-20.851787333696848,-7.535526407420532,38.35616438356164,22.25155442591332,146,64,82,32.81,42.68,-104.26
20,50,ema,2.0,2.5,-21.202754457095022,-7.392083505932871,42.15686274509804,24.464576740075096,102,47,55,42.55,41.82,-106.00999999999999
12,26,sma,2.5,2.5,-22.229629617867353,-7.695174951168518,34.93150684931507,24.41877640722939,146,64,82,32.81,36.59,-111.15
12,26,sma,2.5,3.0,-22.28904068119399,-7.536558503080146,35.13513513513514,23.122805349425967,148,66,82,33.33,36.59,-111.44
12,26,sma,3.0,3.0,-22.57831647859123,-7.293512541027795,33.557046979865774,24.009204264231034,149,67,82,31.34,35.37,-112.88999999999999
12,26,sma,3.0,2.5,-22.717921625552595,-7.511529382417713,33.33333333333333,25.481917836855406,147,65,82,30.77,35.37,-113.58000000000001
20,50,ema,2.5,2.0,-23.784284627315323,-8.316435043187365,35.294117647058826,26.672408107838425,102,46,56,34.78,35.71,-118.91999999999999
20,50,ema,3.0,2.5,-24.1530015944052,-7.680117365896836,32.323232323232325,27.1770096704505,100,46,54,34.78,31.48,-120.75999999999999
20,50,ema,2.0,2.0,-24.197041422679206,-8.961099200206268,39.21568627450981,27.322424302756428,102,46,56,41.3,37.5,-120.99
20,50,ema,3.0,1.5,-24.403777761560843,-8.402688072111626,27.358490566037734,27.280998247490185,106,48,58,31.25,24.14,-122.02
20,50,ema,3.0,2.0,-28.148077502751484,-9.547852266340909,28.28282828282828,30.834588743185382,100,45,55,31.11,27.27,-140.74
